Name,Website,Country,Publisher,Language,Year_Start,panels,Level
International journal of middle east studies,http://journals.cambridge.org/action/displayJournal?jid=MES,UNITED KINGDOM,Cambridge University Press,English,1970.0,17,2
International journal of multilingualism,http://www.tandfonline.com/loi/rmjm20,UNITED KINGDOM,Routledge,English,2004.0,21,2
International journal of multiphase flow,http://www.journals.elsevier.com/international-journal-of-multiphase-flow/#description,UNITED KINGDOM,Pergamon Press,English,1973.0,8,2
International journal of music education,http://ijm.sagepub.com/,UNITED KINGDOM,SAGE,English,1983.0,22,2
International journal of nautical archaeology,https://www.tandfonline.com/action/journalInformation?journalCode=rjna20,UNITED KINGDOM,Taylor & Francis,English,1991.0,23,2
International journal of nursing studies,https://www.sciencedirect.com/journal/international-journal-of-nursing-studies/,UNITED KINGDOM,Elsevier,Multiple languages,1963.0,14,3
International journal of obesity,http://www.nature.com/ijo/index.html,UNITED KINGDOM,Springer Nature,English,1977.0,14,3
International journal of operations and production management,http://www.emeraldinsight.com/products/journals/journals.htm?id=ijopm,UNITED KINGDOM,Emerald Publishing,English,1980.0,16,3
International journal of osteoarchaeology,http://eu.wiley.com/WileyCDA/WileyTitle/productCd-OA.html,UNITED KINGDOM,John Wiley & Sons,English,1991.0,23,2
International journal of paediatric dentistry,http://www.wiley.com/WileyCDA/WileyTitle/productCd-IPD.html,UNITED KINGDOM,Wiley-Blackwell,English,1991.0,13,2
International journal of parallel programming,http://www.springer.com/computer/theoretical+computer+science/journal/10766,UNITED STATES,Springer Nature,English,1986.0,2,2
International journal of pharmaceutics,http://www.elsevier.com/locate/ijpharm,NETHERLANDS,Elsevier,English,1978.0,11,2
International journal of philosophical studies,http://www.tandfonline.com/toc/riph20/current,UNITED KINGDOM,Routledge,English,1993.0,20,2
International journal of physical distribution and logistics management,http://www.emeraldinsight.com/products/journals/journals.htm?id=ijpdlm,UNITED KINGDOM,Emerald Publishing,English,1990.0,16,2
International journal of plasticity,http://www.elsevier.com/wps/find/journaldescription.cws_home/762/description#description,UNITED STATES,Pergamon Press,English,1985.0,10,3
International journal of practical theology,http://www.degruyter.de/journals/ijpt/,GERMANY,De Gruyter,Multiple languages,1997.0,20,2
International journal of press-politics,http://hij.sagepub.com/,UNITED STATES,SAGE,English,2008.0,17,3
International journal of production economics,http://www.elsevier.com/locate/ijpe,NETHERLANDS,Elsevier,Dutch,1991.0,16,2
International journal of production research,http://www.tandfonline.com/loi/tprs20,UNITED KINGDOM,Taylor & Francis,Multiple languages,1961.0,16,2
International journal of project management,http://www.journals.elsevier.com/international-journal-of-project-management/#description,INTERNATIONAL,Elsevier,English,1983.0,16,3
International journal of public opinion research,http://ijpor.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,1989.0,17,2
International journal of public sector management,http://www.emeraldinsight.com/products/journals/journals.htm?id=ijpsm,UNITED KINGDOM,Emerald Publishing,English,1988.0,19,2
International journal of radiation oncology biology physics,http://www.redjournal.org/,UNITED STATES,Pergamon Press,English,1975.0,12,2
Praehistorische zeitschrift,https://www.degruyter.com/journal/key/prhz/html,GERMANY,De Gruyter,Multiple languages,1909.0,23,2
Pragmatics,https://benjamins.com/catalog/prag,INTERNATIONAL,IPrA Research Center,English,1991.0,21,2
Pragmatics and cognition,https://benjamins.com/catalog/pc,NETHERLANDS,John Benjamins Publishing Company,English,1993.0,21,2
Precambrian research,https://www.journals.elsevier.com/precambrian-research,NETHERLANDS,Elsevier,Miscellaneous languages,1974.0,5,3
Preventive medicine,https://www.journals.elsevier.com/preventive-medicine,NETHERLANDS,Elsevier,English,1972.0,14,2
Preventive veterinary medicine,https://www.journals.elsevier.com/preventive-veterinary-medicine,NETHERLANDS,Elsevier,English,1982.0,15,3
Print quarterly,https://printquarterly.co.uk/,UNITED KINGDOM,Print Quarterly Limited,English,1984.0,22,2
Probability theory and related fields,https://www.springer.com/journal/440,GERMANY,Springer Nature,English,1986.0,1,3
Problems of post-communism,,UNITED STATES,Taylor & Francis,English,1994.0,19,2
IEEE international conference on robotics and automation,https://ieeexplore.ieee.org/xpl/conhome/1000639/all-proceedings,UNITED STATES,IEEE,English,2005.0,9,2
Proceedings of the American Mathematical Society,https://www.ams.org/publications/journals/journalsframework/proc,UNITED STATES,American Mathematical Society,English,1950.0,1,2
Proceedings of the Aristotelian Society,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9264,UNITED KINGDOM,Oxford University Press,English,1888.0,20,2
Proceedings of the combustion institute,https://www.journals.elsevier.com/proceedings-of-the-combustion-institute,UNITED STATES,Elsevier,English,2000.0,10,2
Proceedings of the IEEE,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5,UNITED STATES,IEEE,English,1963.0,9,3
Proceedings of the london mathematical society,https://londmathsoc.onlinelibrary.wiley.com/journal/1460244X,UNITED KINGDOM,John Wiley & Sons,English,1865.0,1,3
Proceedings of the National Academy of Sciences of the United States of America,https://www.pnas.org/,UNITED STATES,National Academy of Sciences,English,1915.0,24,3
Proceedings of the Prehistoric Society,https://www.cambridge.org/core/journals/proceedings-of-the-prehistoric-society,UNITED KINGDOM,Cambridge University Press,English,1935.0,23,2
Proceedings of the Royal Society A : mathematical physical and engineering sciences,https://royalsocietypublishing.org/journal/rspa,UNITED KINGDOM,Royal Society Publishing,English,1996.0,24,2
Proceedings of the Royal Society B : biological sciences,https://royalsocietypublishing.org/journal/rspb,UNITED KINGDOM,Royal Society Publishing,English,1990.0,6,3
Production and operations management,https://onlinelibrary.wiley.com/journal/19375956,UNITED STATES,John Wiley & Sons,English,1992.0,16,3
Professional geographer,https://www.tandfonline.com/toc/rtpg20/current,UNITED STATES,Taylor & Francis,English,1946.0,17,2
Progress in crystal growth and characterization of materials,,UNITED KINGDOM,Pergamon Press,English,1990.0,10,2
Progress in electromagnetics research,http://www.jpier.org/PIER/,UNITED STATES,EMW Pub.,English,1994.0,9,2
Progress in energy and combustion science,https://www.journals.elsevier.com/progress-in-energy-and-combustion-science,UNITED KINGDOM,Elsevier,English,1975.0,10,2
Progress in human geography,https://journals.sagepub.com/home/phg,UNITED KINGDOM,SAGE,English,1977.0,17,3
Progress in materials science,https://www.journals.elsevier.com/progress-in-materials-science,UNITED KINGDOM,Elsevier,English,1961.0,10,2
Progress in neurobiology,http://www.journals.elsevier.com/progress-in-neurobiology/,UNITED KINGDOM,Elsevier,English,1973.0,11,2
Progress in particle and nuclear physics,,UNITED KINGDOM,Pergamon Press,English,1978.0,3,3
Progress in photovoltaics,https://onlinelibrary.wiley.com/journal/1099159x,UNITED KINGDOM,John Wiley & Sons,English,1993.0,10,2
Progress in planning,https://www.journals.elsevier.com/progress-in-planning,UNITED KINGDOM,Elsevier,English,1973.0,17,2
Progress in polymer science,https://www.journals.elsevier.com/progress-in-polymer-science,UNITED KINGDOM,Elsevier,English,1967.0,10,2
Progress in quantum electronics,,UNITED KINGDOM,Pergamon Press,English,1969.0,3,3
Progress in retinal and eye research,https://www.journals.elsevier.com/progress-in-retinal-and-eye-research,UNITED KINGDOM,Elsevier,English,1994.0,13,3
Projections: the journal for movies and mind,https://www.berghahnjournals.com/view/journals/projections/projections-overview.xml,UNITED STATES,Berghahn Books,English,2007.0,22,2
Prose studies,https://www.tandfonline.com/toc/fprs20/current,UNITED KINGDOM,Routledge,English,1980.0,22,2
Psychiatry and clinical neurosciences,,AUSTRALIA,Wiley-Blackwell,English,1995.0,13,2
Psychoanalysis and history,https://www.euppublishing.com/loi/pah,UNITED KINGDOM,Edinburgh University Press,English,1998.0,23,2
Psychological assessment,https://www.apa.org/pubs/journals/pas,UNITED STATES,American Psychological Association,English,1989.0,18,3
Psychological bulletin,https://www.apa.org/pubs/journals/bul,UNITED STATES,American Psychological Association ,English,1904.0,18,3
Psychological inquiry,https://www.tandfonline.com/toc/hpli20/current,UNITED STATES,Routledge,English,1990.0,18,2
Psychological medicine,https://www.cambridge.org/core/journals/psychological-medicine,UNITED KINGDOM,Cambridge University Press,English,1970.0,13,3
Psychological methods,https://www.apa.org/pubs/journals/met,UNITED STATES,American Psychological Association,English,1996.0,18,3
Psychological review,https://www.apa.org/pubs/journals/rev,UNITED STATES,American Psychological Association,English,1894.0,18,3
Psychological science,https://journals.sagepub.com/home/pss,UNITED STATES,SAGE,English,1990.0,18,3
Psychological science in the public interest,https://journals.sagepub.com/home/psi,UNITED STATES,SAGE,English,2000.0,18,3
Psychology and health,https://www.tandfonline.com/toc/gpsh20/current,SWITZERLAND,Routledge,English,1987.0,14,2
Psychology and aging,https://www.apa.org/pubs/journals/pag,UNITED STATES,American Psychological Association,English,1986.0,18,3
Psychology of addictive behaviors,https://www.apa.org/pubs/journals/adb,UNITED STATES,American Psychological Association,English,1987.0,18,2
Psychology of learning and motivation,https://www.sciencedirect.com/bookseries/psychology-of-learning-and-motivation,UNITED STATES,Academic Press,English,1967.0,18,2
Psychology of music,https://journals.sagepub.com/home/pom,UNITED KINGDOM,SAGE,English,1973.0,22,3
Psychometrika,https://www.springer.com/journal/11336,UNITED STATES,Springer Nature,English,1936.0,18,2
Psychoneuroendocrinology,https://www.journals.elsevier.com/psychoneuroendocrinology,UNITED KINGDOM,Elsevier,English,1975.0,13,2
Psychonomic bulletin and review,,UNITED STATES,Springer Nature,English,1994.0,18,3
Psychophysiology,https://onlinelibrary.wiley.com/journal/14698986,UNITED STATES,John Wiley & Sons,English,1964.0,18,2
Psychosomatic medicine,https://journals.lww.com/psychosomaticmedicine/pages/default.aspx,UNITED STATES,Lippincott,English,1939.0,13,2
Psychotherapy,,UNITED STATES,Psychologists Interested in the Advancement of Psychotherapy,English,1963.0,18,2
Psychotherapy and psychosomatics,https://www.karger.com/Journal/Home/223864,SWITZERLAND,Karger Publishers,English,1965.0,13,3
Psychotherapy research,https://www.tandfonline.com/toc/tpsr20/current,UNITED KINGDOM,Routledge,English,1991.0,18,2
Psykologia,http://www.psykologia.fi/,FINLAND,Suomen psykologinen seura,Finnish,1966.0,18,2
Public administration,https://onlinelibrary.wiley.com/journal/14679299,UNITED KINGDOM,John Wiley & Sons,English,1926.0,19,3
Public administration review,https://onlinelibrary.wiley.com/journal/15406210,UNITED STATES,Wiley-Blackwell,English,1940.0,19,3
Public archaeology,https://www.tandfonline.com/toc/ypua20/current,UNITED KINGDOM,Routledge,English,2000.0,23,2
Public culture,https://read.dukeupress.edu/public-culture,UNITED STATES,Duke University Press,English,1988.0,23,3
Public historian,,UNITED STATES,"University of California, Graduate Program in Public Historical Studies",English,1978.0,23,2
Public law: the constitutional and administrative law of the commonwealth,https://www.sweetandmaxwell.co.uk/Product/Administrative-Law/Public-Law/Journal/30791427,UNITED KINGDOM,Sweet & Maxwell / Thomson Reuters,English,1956.0,19,2
Public management review,https://www.tandfonline.com/toc/rpxm20/current,UNITED KINGDOM,Taylor & Francis,English,2001.0,19,3
Public opinion quarterly,https://academic.oup.com/poq,UNITED STATES,Oxford University Press,English,1937.0,17,3
Public performance and management review,https://www.tandfonline.com/toc/mpmr20/current,UNITED STATES,Taylor & Francis,English,2000.0,19,2
Public procurement law review,https://www.sweetandmaxwell.co.uk/Product/Local-Government/Public-Procurement-Law-Review/Journal/30791352,UNITED KINGDOM,Sweet & Maxwell,English,1992.0,19,2
Public understanding of science,https://journals.sagepub.com/home/pus,UNITED KINGDOM,SAGE,English,1992.0,20,2
Publications mathematiques de l ihes,https://www.springer.com/journal/10240/,GERMANY,Springer Nature,Multiple languages,1959.0,1,3
Puhe ja kieli,https://journal.fi/pk/index,FINLAND,Puheen ja kielen tutkimuksen yhdistys,Finnish,2001.0,21,2
Punishment and society: international journal of penology,https://journals.sagepub.com/home/pun,UNITED KINGDOM,SAGE,English,1999.0,19,2
Quaderni urbinati di cultura classica,http://www.libraweb.net/riviste.php?chiave=64,ITALY,Istituti Editoriali e Poligrafici Internazionali,Multiple languages,1965.0,22,2
Qualitative health research,https://journals.sagepub.com/home/qhr,UNITED STATES,SAGE,English,1991.0,14,3
Qualitative inquiry,https://journals.sagepub.com/home/qix,UNITED STATES,SAGE,English,1995.0,17,3
Qualitative research,https://journals.sagepub.com/home/qrj,UNITED KINGDOM,SAGE,English,2001.0,17,3
Qualitative research in psychology,,UNITED STATES,Taylor & Francis,English,2004.0,18,2
Qualitative social work: research and practice,https://journals.sagepub.com/home/qsw,UNITED KINGDOM,SAGE,English,2002.0,17,2
BMJ quality and safety,https://qualitysafety.bmj.com/,UNITED KINGDOM,BMJ Publishing Group,English,2011.0,14,3
Quality of life research,https://www.springer.com/journal/11136,NETHERLANDS,Springer Nature,English,1992.0,14,3
Quantitative economics,http://qeconomics.org/submit.html,UNITED KINGDOM,Econometric Society,English,2010.0,16,3
Quantitative finance,,UNITED KINGDOM,Taylor & Francis,English,2001.0,16,2
Quarterly journal of economics,https://academic.oup.com/qje,UNITED STATES,Oxford University Press,English,1886.0,16,3
Quarterly journal of political science,https://www.nowpublishers.com/QJPS,UNITED STATES,Now Publishers,English,2006.0,19,2
Quarterly journal of speech,https://www.tandfonline.com/toc/rqjs20/current,UNITED STATES,Routledge,English,1928.0,17,2
Quarterly journal of the royal meteorological society,https://rmets.onlinelibrary.wiley.com/journal/1477870X,UNITED KINGDOM,John Wiley & Sons,English,1871.0,5,2
Quarterly review of biology,,UNITED STATES,Williams & Wilkins,English,1926.0,6,2
Quaternary science reviews,https://www.journals.elsevier.com/quaternary-science-reviews,UNITED KINGDOM,Elsevier,English,1982.0,5,3
R&D Management,https://onlinelibrary.wiley.com/journal/14679310,UNITED KINGDOM,Wiley-Blackwell,English,1970.0,16,2
Race and class,https://journals.sagepub.com/home/rac,UNITED STATES,SAGE,English,1974.0,17,2
Race ethnicity and education,https://www.tandfonline.com/toc/cree20/current,UNITED KINGDOM,Routledge,English,1998.0,18,2
Radiographics,,UNITED STATES,Radiological Society of North America,English,1981.0,13,2
Radiology,https://pubs.rsna.org/journal/radiology,UNITED STATES,Radiological Society of North America,English,1923.0,13,3
Ramus: critical studies in greek and roman literature,https://www.cambridge.org/core/journals/ramus,UNITED KINGDOM,Cambridge University Press,English,1972.0,22,2
Rand journal of economics,https://onlinelibrary.wiley.com/journal/17562171,UNITED STATES,Wiley-Blackwell,English,1984.0,16,3
Random structures and algorithms,https://onlinelibrary.wiley.com/journal/10982418,UNITED STATES,John Wiley & Sons,English,1990.0,1,2
Ratio,https://onlinelibrary.wiley.com/journal/14679329,UNITED KINGDOM,Wiley-Blackwell,English,1958.0,20,2
Ratio juris,https://onlinelibrary.wiley.com/journal/14679337,UNITED KINGDOM,Wiley-Blackwell,English,1988.0,19,3
Reading and writing,https://www.springer.com/journal/11145,NETHERLANDS,Springer Nature,English,1989.0,21,2
Reading research quarterly,https://ila.onlinelibrary.wiley.com/journal/19362722,UNITED STATES,John Wiley & Sons,English,1965.0,18,3
Real estate economics,,UNITED STATES,John Wiley & Sons,English,1995.0,16,2
Real-time systems,https://www.springer.com/journal/11241,UNITED STATES,Springer Nature,English,1989.0,2,2
Recall,https://www.cambridge.org/core/journals/recall,UNITED KINGDOM,Cambridge University Press,English,1989.0,21,3
Recherches de theologie et philosophie medievales,https://poj.peeters-leuven.be/content.php?url=journal&journal_code=RTPM,BELGIUM,Peeters Publishers,French,1997.0,20,2
Rechtsgeschichte,http://rg.rg.mpg.de/en/,GERMANY,Max Planck Institute for Legal History and Legal Theory,German,2002.0,19,2
Rechtstheorie,https://elibrary.duncker-humblot.com/journals/id/30/,GERMANY,Duncker and Humblot GmbH,Multiple languages,1970.0,19,2
Records management journal,,UNITED KINGDOM,Emerald Publishing,English,1989.0,17,2
Regional anesthesia and pain medicine,,UNITED STATES,Churchill Livingstone,English,1998.0,13,2
Regional science and urban economics,,NETHERLANDS,Elsevier,English,1975.0,16,2
Regional studies,https://www.tandfonline.com/toc/cres20/current,UNITED KINGDOM,Taylor & Francis,English,1967.0,17,3
Regulation and governance,https://onlinelibrary.wiley.com/journal/17485991,AUSTRALIA,Wiley-Blackwell,English,2007.0,19,3
Relc journal,,UNITED KINGDOM,SAGE,English,1970.0,21,2
Reliability engineering and system safety,http://www.journals.elsevier.com/reliability-engineering-and-system-safety/,UNITED KINGDOM,Elsevier,English,1988.0,8,3
Religion,https://www.tandfonline.com/toc/rrel20/current,UNITED KINGDOM,Taylor & Francis,English,1971.0,20,3
Religion and literature,,UNITED STATES,"Dept. of English, University of Notre Dame",English,1984.0,22,2
Religion and society,,GERMANY,De Gruyter,English,1976.0,20,2
"Religion, state and society",https://www.tandfonline.com/toc/crss20/current,UNITED KINGDOM,Routledge,English,1992.0,20,2
Religions in the graeco-roman world,,NETHERLANDS,Brill,English,1992.0,20,2
Religious education,https://www.tandfonline.com/toc/urea20/current,UNITED STATES,Taylor & Francis,English,1906.0,20,2
Religious studies,https://www.cambridge.org/core/journals/religious-studies,UNITED KINGDOM,Cambridge University Press,English,1965.0,20,2
Remedial and special education,https://journals.sagepub.com/home/rse,UNITED STATES,SAGE,English,1984.0,18,2
Remote sensing of environment,https://www.journals.elsevier.com/remote-sensing-of-environment,UNITED STATES,Elsevier,English,1969.0,5,3
Renaissance quarterly,https://www.cambridge.org/core/journals/renaissance-quarterly,UNITED STATES,Cambridge University Press,English,1967.0,23,2
Renaissance studies: journal of the society for renaissance studies,https://onlinelibrary.wiley.com/journal/14774658,UNITED KINGDOM,John Wiley & Sons,English,1987.0,22,3
Renewable and sustainable energy reviews,https://www.journals.elsevier.com/renewable-and-sustainable-energy-reviews,UNITED KINGDOM,Elsevier,English,1997.0,10,2
Renewable energy,https://www.journals.elsevier.com/renewable-energy,UNITED KINGDOM,Elsevier,English,1991.0,10,2
Reports on progress in physics,https://iopscience.iop.org/journal/0034-4885,UNITED KINGDOM,Institute of Physics Publishing,English,1934.0,3,3
Representations,https://www.representations.org/,UNITED STATES,University of California Press,English,1983.0,22,3
Requirements engineering,https://www.springer.com/journal/766,UNITED KINGDOM,Springer Nature,English,1996.0,2,2
"Res publica: a journal of moral, legal and social philosophy",https://www.springer.com/journal/11158,NETHERLANDS,Springer Nature,English,1995.0,20,2
Research evaluation,https://academic.oup.com/rev,UNITED KINGDOM,Oxford University Press,English,1991.0,17,2
Research in african literatures,https://iupress.org/journals/ral/,UNITED STATES,Indiana University Press,English,1970.0,22,2
Research in dance education,https://www.tandfonline.com/toc/crid20/current,UNITED KINGDOM,Routledge,English,2000.0,22,3
Research in economic anthropology,,NETHERLANDS,JAI Press,English,1978.0,23,2
Research in engineering design,https://www.springer.com/journal/163,UNITED KINGDOM,Springer Nature,English,1989.0,8,3
Research in higher education,https://www.springer.com/journal/11162,UNITED STATES,Springer Nature,English,1973.0,18,2
Research in nursing and health,https://onlinelibrary.wiley.com/journal/1098240X,UNITED STATES,John Wiley & Sons,English,1978.0,14,2
Research in science education,https://www.springer.com/journal/11165,AUSTRALIA,Springer Nature,English,1971.0,18,2
Research in social and administrative pharmacy,https://www.journals.elsevier.com/research-in-social-and-administrative-pharmacy,UNITED STATES,Elsevier,English,2005.0,11,2
Research in social stratification and mobility,,NETHERLANDS,Elsevier,English,1981.0,17,2
Research in the social scientific study of religion,,NETHERLANDS,JAI Press,English,1989.0,20,2
Research in the teaching of english,https://ncte.org/resources/journals/research-in-the-teaching-of-english/,UNITED STATES,National Council of Teachers of English,English,1967.0,18,2
Research on language and social interaction,https://www.tandfonline.com/toc/hrls20/current,CANADA,Taylor & Francis,English,1987.0,21,3
Research on social work practice,https://journals.sagepub.com/home/rsw,UNITED STATES,SAGE,English,1991.0,17,2
Research policy,https://www.journals.elsevier.com/research-policy,NETHERLANDS,Elsevier,Dutch,1971.0,17,3
Research studies in music education,https://journals.sagepub.com/home/rsm,AUSTRALIA,SAGE,English,1993.0,22,3
Resources conservation and recycling,https://www.journals.elsevier.com/resources-conservation-and-recycling,NETHERLANDS,Elsevier,English,1988.0,10,2
Respiratory research,http://respiratory-research.com/authors/instructions,UNITED KINGDOM,BioMed Central,English,2000.0,12,2
Respirology,,AUSTRALIA,Wiley-Blackwell,English,1997.0,12,2
Restoration ecology,,UNITED STATES,Wiley-Blackwell,English,1993.0,6,2
Resuscitation,https://www.journals.elsevier.com/resuscitation,UNITED KINGDOM,Elsevier,English,1972.0,13,3
Retfaerd: nordisk juridisk tidsskrift,http://www.retfaerd.se/,DENMARK,Jurist- og Økonomforbundets Forlag,Multiple languages,1976.0,19,2
Rethinking history,https://www.tandfonline.com/toc/rrhi20/current,UNITED KINGDOM,Routledge,English,1997.0,23,3
Retina: the journal of retinal and vitreous diseases,https://journals.lww.com/retinajournal/pages/default.aspx,UNITED STATES,Lippincott,English,1981.0,13,2
Review of accounting studies,https://www.springer.com/journal/11142,UNITED STATES,Springer Nature,English,1996.0,16,3
Review of Central and East European law,http://www.brill.com/review-central-and-east-european-law,NETHERLANDS,Brill Nijhoff,English,1992.0,19,2
Review of economic dynamics,https://www.journals.elsevier.com/review-of-economic-dynamics,UNITED STATES,Academic Press,English,1998.0,16,3
Review of economic studies,https://academic.oup.com/restud,UNITED KINGDOM,Oxford University Press ,English,1933.0,16,3
Review of economics and statistics,https://direct.mit.edu/rest,UNITED STATES,MIT Press,English,1948.0,16,3
Review of educational research,https://journals.sagepub.com/home/rer,UNITED STATES,SAGE,English,1931.0,18,3
Review of english studies,https://academic.oup.com/res,UNITED KINGDOM,Oxford University Press,English,1925.0,22,2
Review of finance,https://academic.oup.com/rof,UNITED KINGDOM,Oxford University Press,English,2004.0,16,3
Review of financial studies,https://academic.oup.com/rfs,UNITED STATES,Oxford University Press,English,1988.0,16,3
Review of higher education,https://www.press.jhu.edu/journals/review-higher-education,UNITED STATES,Johns Hopkins University Press,English,1978.0,18,2
Review of income and wealth,,UNITED KINGDOM,Wiley-Blackwell,English,1966.0,16,2
Review of international organizations,https://www.springer.com/journal/11558,UNITED STATES,Springer Nature,English,2006.0,19,3
Review of international political economy,https://www.tandfonline.com/toc/rrip20/current,UNITED KINGDOM,Routledge,English,1994.0,19,3
Review of international studies,https://www.cambridge.org/core/journals/review-of-international-studies,UNITED KINGDOM,Cambridge University Press,English,1981.0,19,2
Review of metaphysics,https://reviewofmetaphysics.org/,UNITED STATES,Philosophy Education Society,English,1947.0,20,2
Review of politics,https://www.cambridge.org/core/journals/review-of-politics,UNITED STATES,Cambridge University Press,English,1939.0,19,2
Review of religious research,https://www.springer.com/journal/13644,NETHERLANDS,Springer Nature,Dutch,1959.0,20,3
Review of research in education,https://journals.sagepub.com/home/rre,UNITED STATES,SAGE,English,1973.0,18,2
Reviews in fish biology and fisheries,,NETHERLANDS,Springer Nature,English,1991.0,15,2
Reviews in mineralogy and geochemistry,,UNITED STATES,Mineralogical Society of America,English,2000.0,5,2
Reviews of geophysics,http://agupubs.onlinelibrary.wiley.com/hub/journal/10.1002/(ISSN)1944-9208/,UNITED STATES,Wiley-Blackwell,English,1985.0,5,3
Reviews of modern physics,https://journals.aps.org/rmp/,UNITED STATES,American Physical Society,English,1930.0,3,3
Revista brasileira de historia,http://www.scielo.br/revistas/rbh/iinstruc.htm,BRAZIL,Associação Nacional de História,Portuguese,1981.0,23,2
Revista de filologia espanola,https://xn--revistadefilologiaespaola-uoc.revistas.csic.es/index.php/rfe,SPAIN,Consejo Superior de Investigaciones Científicas,Spanish,1914.0,21,2
Revista espanola de linguistica,,SPAIN,Gredos,Spanish,1971.0,21,2
European review of latin american and caribbean studies,,NETHERLANDS,CEDLA,Multiple languages,1989.0,17,2
Revista iberoamericana,https://revista-iberoamericana.pitt.edu/ojs/index.php/Iberoamericana,UNITED STATES,Instituto Internacional de Literatura Iberoamericana,Spanish,1939.0,22,2
Revista internacional de linguistica iberoamericana,https://dialnet.unirioja.es/servlet/revista?codigo=5518,SPAIN,De Gruyter,Multiple languages,2002.0,21,2
Revista matematica iberoamericana,https://ems.press/journals/rmi,INTERNATIONAL,EMS Publishing House,Multiple languages,1985.0,1,2
Revue biblique,https://poj.peeters-leuven.be/content.php?url=journal&journal_code=RBI,FRANCE,Peeters Publishers,French,1946.0,20,2
Revue d'histoire litteraire de la France,https://classiques-garnier.com/revue-d-histoire-litteraire-de-la-france.html,FRANCE,Classiques Garnier,French,1894.0,22,3
Revue d'histoire moderne et contemporaine,http://www.rhmc.fr/,FRANCE,Belin,French,1954.0,23,2
Revue de l'art,http://www.centrechastel.paris-sorbonne.fr/page/revue-de-lart-0,FRANCE,Ophrys,French,1968.0,22,2
Revue de l'histoire des religions,https://journals.openedition.org/rhr/,FRANCE,A. Colin,French,1880.0,20,3
Revue de musicologie,https://sfmusicologie.fr/revue-de-musicologie,FRANCE,Société française de musicologie,French,1922.0,22,2
Revue de philologie de litterature et d histoire anciennes,https://www.klincksieck.com/les-livres/collection/10-revue-de-philologie-de-litterature-et-d-histoire-anciennes,FRANCE,Librairie C. Klincksieck,French,1845.0,22,3
Revue des etudes anciennes,https://revue-etudes-anciennes.fr/,FRANCE,Féret,French,1899.0,22,2
Revue des etudes byzantines,https://poj.peeters-leuven.be/content.php?url=journal&journal_code=REB,FRANCE,Institut français d'études byzantines,Miscellaneous languages,1946.0,23,2
Revue des etudes latines,http://www.societedesetudeslatines.com/index.php?page=liste_revues,FRANCE,Société des Etudes Latines,French,1923.0,22,2
Revue d'histoire des textes,https://www.irht.cnrs.fr/fr/publications/revues/revue-dhistoire-des-textes,FRANCE,Brepols Publishers,French,1971.0,22,2
Revue francaise de science politique,https://www.afsp.info/association/publications/revue-francaise-de-science-politique/,FRANCE,Presses universitaires de France,French,1951.0,19,2
Revue francaise de sociologie,http://www.rfs-revue.com/spip.php?rubrique2&lang=fr,FRANCE,Presses de Sciences Po,Multiple languages,1960.0,17,2
Revue historique,https://www.puf.com/Collections/Revue_historique,FRANCE,Presses universitaires de France,French,1876.0,23,2
Revue international de droit compare,https://www.legiscompare.fr/web/La-revue-internationale-de-droit-compare-RIDC?lang=fr,FRANCE,Société de législation comparée,French,1949.0,19,2
Revue internationale de philosophie,https://www.cairn.info/revue-internationale-de-philosophie.htm?contenu=liste-numeros,BELGIUM,Universa,Multiple languages,1938.0,20,2
Revue Romane,https://benjamins.com/catalog/rro,UNITED KINGDOM,John Benjamins Publishing Company,French,1966.0,21,3
Rheinisches museum fur philologie,https://rhm.phil-fak.uni-koeln.de/,GERMANY,Sauerländer,Multiple languages,1833.0,22,2
Rhetoric society quarterly,https://www.tandfonline.com/journals/rrsq20,UNITED STATES,Routledge,English,1976.0,22,2
Rhetorica: a journal of the history of rhetoric,https://online.ucpress.edu/rhetorica,UNITED STATES,University of California Press,English,1983.0,22,3
Rhinology,,INTERNATIONAL,International Rhinologic Society,Miscellaneous languages,1972.0,13,2
Research in drama education: the journal of applied theatre and performance,https://www.tandfonline.com/toc/crde20/current,UNITED KINGDOM,Routledge,English,1996.0,22,3
Rilce: revista de filologia hispanica,,SPAIN,Servicio de Publicaciones de la Universidad de Navarra,Multiple languages,1985.0,21,2
Rinascimento,,ITALY,Leo S. Olschki,Italian,1950.0,23,2
Rivista di cultura classica e medioevale,,ITALY,Istituti Editoriali e Poligrafici Internazionali,Multiple languages,1959.0,22,2
Revue de litterature comparee,https://www.cairn.info/revue-de-litterature-comparee.htm?contenu=liste-numeros,FRANCE,Didier érudition,French,1921.0,22,2
RNA,https://rnajournal.cshlp.org/,UNITED STATES,Cold Spring Harbor Laboratory Press,English,1995.0,7,2
Road materials and pavement design,,UNITED KINGDOM,Taylor & Francis,English,2000.0,8,2
Robotics and autonomous systems,https://www.journals.elsevier.com/robotics-and-autonomous-systems,NETHERLANDS,Elsevier,English,1988.0,9,2
Robotics and computer-integrated manufacturing,https://www.journals.elsevier.com/robotics-and-computer-integrated-manufacturing,UNITED STATES,Elsevier,English,1984.0,8,3
Rock mechanics and rock engineering,https://www.springer.com/journal/603,AUSTRIA,Springer Nature,English,1983.0,8,2
